tenure,last_active_days,usage_frequency,session_duration,complaints,monthly_charges,payment_missed,products_used,plan_type,churn
28,83,5,44,4,791,0,3,basic,0
13,40,10,37,3,1497,0,2,basic,0
33,81,14,19,2,999,0,2,standard,0
37,60,8,3,4,422,0,2,standard,0
46,10,11,14,6,650,1,1,basic,0
51,84,10,37,0,827,0,2,basic,0
35,86,6,9,1,222,1,3,premium,0
18,6,2,31,5,767,0,3,basic,0
17,9,6,4,1,1250,0,1,basic,0
2,23,2,2,7,1014,0,3,basic,1
23,1,9,14,1,384,0,1,standard,0
28,60,2,43,2,471,1,2,premium,0
29,88,0,13,6,1213,0,1,basic,1
52,28,4,3,1,550,0,1,basic,0
2,3,13,16,0,897,0,1,basic,0
42,45,14,12,0,1342,1,1,basic,0
55,8,14,21,6,1487,0,3,standard,0
3,11,14,26,2,1074,0,1,basic,0
59,34,8,27,5,965,1,1,basic,1
44,52,5,39,1,281,0,2,basic,0
18,30,12,15,1,752,0,1,standard,0
39,64,11,4,0,1423,0,2,standard,0
21,90,11,8,2,583,0,1,standard,0
35,60,11,31,4,313,0,2,standard,0
23,80,9,35,0,1058,0,2,standard,0
23,62,14,41,3,956,0,1,premium,1
30,26,0,40,5,244,0,1,premium,1
1,11,5,1,5,957,0,1,basic,1
50,1,4,31,1,393,0,1,premium,0
7,85,6,2,4,1237,0,2,basic,1
17,79,0,39,2,387,1,2,standard,1
15,90,9,31,2,1455,0,2,standard,0
23,85,0,25,5,428,0,2,standard,1
28,55,12,26,7,568,0,1,premium,0
50,87,2,26,3,1116,0,1,standard,1
52,64,10,6,7,519,0,3,standard,0
5,24,1,38,0,1223,0,2,basic,0
33,46,0,12,2,1143,1,1,standard,0
28,67,8,12,7,232,0,1,standard,0
51,88,11,21,7,235,0,1,basic,0
53,67,9,26,7,714,0,3,standard,0
21,85,2,35,1,770,0,2,standard,0
2,44,11,37,2,740,0,1,basic,0
31,10,7,25,0,1358,1,2,basic,0
54,19,0,11,7,1196,1,1,standard,1
7,1,8,40,3,805,0,3,basic,0
17,76,0,1,3,276,0,2,basic,1
59,64,8,37,1,1459,0,1,standard,0
3,47,13,39,2,904,0,3,standard,0
52,50,5,9,2,1295,1,2,premium,0
19,5,4,43,7,1420,0,2,standard,0
42,15,5,23,6,650,0,1,basic,0
50,56,14,29,0,397,0,3,basic,0
8,54,11,41,2,781,0,1,basic,0
50,65,3,1,1,1318,1,3,premium,1
27,64,0,20,7,906,0,2,standard,1
50,13,13,43,2,951,0,3,premium,0
55,23,8,8,6,550,1,1,standard,0
8,41,0,6,0,1393,0,1,premium,1
38,58,11,24,2,348,0,3,standard,0
42,15,11,22,2,1158,0,2,standard,0
42,49,5,5,7,1214,0,1,standard,0
22,67,14,26,6,985,0,1,basic,0
54,50,11,31,6,1349,0,2,standard,0
32,58,7,22,3,947,1,2,standard,0
20,33,11,16,2,1265,0,1,premium,0
34,42,11,39,6,1256,0,1,standard,0
59,28,13,34,3,814,0,1,premium,0
11,16,2,27,7,516,0,2,standard,0
2,16,0,32,2,1348,0,2,basic,0
14,87,4,16,4,852,0,2,premium,0
32,61,9,27,1,1272,0,2,standard,0
58,90,14,26,7,788,0,2,basic,0
9,42,3,42,0,1321,0,1,premium,0
36,89,1,44,3,484,1,2,standard,1
52,68,4,27,5,541,0,2,standard,0
21,47,13,4,2,730,0,1,basic,0
24,61,12,7,3,542,1,1,standard,1
13,69,10,38,4,1050,0,3,basic,0
13,28,3,23,2,217,0,3,standard,0
59,60,8,27,3,537,0,1,basic,0
31,28,7,9,0,1054,1,3,basic,0
24,7,10,41,1,1230,1,3,standard,0
3,72,5,31,6,663,0,2,standard,0
55,71,0,36,7,1345,1,1,standard,1
1,26,11,36,0,206,0,3,premium,0
55,56,4,36,0,1458,0,2,standard,0
14,39,9,35,1,1027,0,2,standard,0
4,47,11,16,6,1249,0,3,standard,0
52,14,4,21,1,1169,1,1,premium,0
6,76,4,32,2,317,0,3,basic,0
17,25,5,9,7,659,1,3,standard,0
32,27,5,9,2,1349,0,1,premium,0
8,81,12,36,1,1095,0,3,premium,0
40,27,12,33,2,1414,1,3,premium,0
30,28,14,30,1,1282,0,1,premium,0
23,45,9,14,1,223,0,2,standard,0
21,8,11,29,7,405,0,2,premium,0
14,35,2,44,1,1183,1,2,basic,0
54,73,11,15,3,882,0,3,basic,0
54,62,9,14,7,236,0,1,standard,0
12,57,12,21,4,1444,1,1,basic,1
41,18,11,23,4,577,1,3,basic,0
53,47,11,16,5,1211,0,2,basic,0
13,90,7,17,4,813,0,1,basic,1
4,40,1,44,0,1313,1,2,premium,1
42,2,12,7,1,983,0,3,standard,0
50,28,10,6,2,556,0,1,basic,0
35,76,13,30,4,711,1,1,basic,0
45,37,14,11,2,960,0,1,basic,0
29,25,1,26,0,239,0,1,basic,0
13,88,12,13,4,1091,1,2,premium,1
22,38,0,21,2,1030,0,2,standard,0
50,15,7,15,0,950,0,1,standard,0
18,20,14,3,0,980,1,2,premium,0
5,44,1,42,1,885,1,3,standard,0
17,81,7,3,7,632,0,1,standard,1
38,71,0,2,6,1004,0,2,basic,1
35,37,4,15,1,1461,0,3,premium,0
18,69,1,24,5,1379,0,3,standard,1
10,11,4,7,6,1011,0,2,basic,0
39,69,12,10,2,1303,0,2,standard,0
19,31,8,23,2,584,0,1,basic,0
12,52,6,21,2,1061,0,2,basic,0
56,57,9,24,5,950,0,2,standard,0
36,61,0,3,4,219,1,1,premium,1
5,73,7,39,5,1348,0,3,basic,0
13,74,6,11,5,696,0,1,standard,1
51,14,10,27,7,320,1,2,basic,0
25,6,10,17,7,933,0,1,standard,0
5,4,10,5,2,293,1,3,standard,0
15,73,14,33,6,912,1,2,basic,1
37,69,4,4,3,439,0,3,premium,0
56,8,2,42,6,223,0,2,basic,0
57,38,2,38,6,791,0,2,premium,1
53,8,11,26,5,1354,0,1,basic,0
57,32,6,10,0,391,1,1,premium,1
3,49,12,44,7,1183,1,2,basic,1
57,9,12,38,7,679,0,1,basic,0
25,87,5,30,2,529,0,1,basic,0
19,86,4,26,4,717,0,2,premium,0
13,39,5,13,7,1006,0,1,standard,1
25,88,5,23,0,1173,1,2,standard,0
29,72,14,31,3,674,1,1,premium,0
52,10,14,28,3,1271,0,2,basic,0
48,35,0,31,2,960,0,2,basic,0
4,41,8,42,4,690,0,2,standard,0
52,27,4,17,7,461,0,1,premium,0
53,8,11,42,1,532,0,2,standard,0
11,68,7,11,1,794,0,1,standard,0
59,22,8,28,4,1427,0,1,basic,0
37,75,0,18,5,381,0,3,basic,0
45,10,7,1,1,241,0,2,premium,0
27,66,11,2,3,1210,1,2,basic,1
39,72,6,12,4,715,0,2,basic,0
51,12,6,20,4,452,0,3,basic,0
55,39,12,33,7,291,0,1,standard,0
25,77,9,10,7,1237,0,3,basic,0
20,60,12,23,2,279,0,3,premium,0
10,29,0,11,5,1130,0,2,standard,0
13,41,2,20,5,884,0,2,premium,1
8,57,11,12,2,1439,1,1,standard,0
48,68,9,2,0,375,0,1,premium,0
53,24,12,31,4,426,1,3,standard,0
4,51,14,23,5,931,0,2,standard,0
30,86,10,25,4,890,1,1,basic,0
37,55,13,11,6,323,0,3,standard,0
55,72,4,17,0,1228,1,2,basic,0
37,26,8,5,3,1306,0,2,standard,0
18,62,6,32,3,1179,1,3,premium,0
41,40,0,32,6,936,0,1,standard,1
3,57,10,27,0,588,0,1,basic,0
38,3,3,19,4,1484,0,1,basic,0
29,8,6,10,1,1172,1,2,standard,0
10,15,14,13,1,301,0,1,basic,0
35,64,3,18,5,542,0,1,basic,0
11,37,12,42,3,1448,0,2,basic,0
37,70,6,9,2,211,0,3,basic,0
9,11,3,37,0,1070,0,2,basic,0
33,14,10,34,4,651,0,3,premium,0
54,83,1,22,5,845,0,2,basic,1
4,82,9,12,0,860,0,3,standard,0
10,73,7,33,2,696,0,1,basic,0
41,5,9,16,2,1113,0,2,premium,0
29,55,9,27,0,1130,0,1,basic,0
36,86,12,30,2,760,1,2,standard,0
35,10,0,43,6,826,0,1,basic,0
33,21,14,12,4,1237,1,2,basic,0
59,46,11,9,7,1068,0,3,standard,0
3,0,14,23,3,407,1,3,basic,0
36,22,14,13,5,965,0,2,premium,0
35,19,2,35,3,841,0,2,premium,0
53,51,9,22,4,710,0,3,basic,0
22,78,10,29,6,1337,0,1,premium,1
20,32,0,30,1,1063,1,1,premium,1
56,39,8,17,1,575,0,3,premium,0
2,27,8,37,4,525,0,1,basic,0
56,81,0,14,5,402,1,1,premium,1
40,58,11,36,3,1075,0,2,standard,0
54,17,4,25,0,699,0,2,standard,0
49,78,12,2,2,425,0,2,premium,0
28,19,1,25,2,1456,0,2,standard,0
40,52,11,11,5,515,0,2,standard,0
17,59,5,16,6,955,0,3,basic,0
27,67,8,7,5,661,0,2,standard,0
51,85,6,18,5,237,0,1,basic,0
8,29,6,9,0,705,0,2,basic,0
4,7,9,35,4,1100,0,2,standard,0
18,23,10,29,6,739,0,3,premium,0
56,9,8,40,0,374,0,1,standard,0
19,1,11,39,5,909,1,3,standard,0
27,48,10,2,7,796,0,1,basic,1
49,21,13,20,6,1398,0,3,standard,0
22,31,13,24,2,482,1,2,basic,0
44,0,14,27,3,427,1,3,basic,0
41,32,8,23,3,1225,0,2,basic,0
21,49,10,14,4,1073,0,3,standard,0
36,70,0,33,5,498,0,1,standard,1
10,39,10,7,5,772,1,2,basic,1
29,86,3,6,3,433,1,2,standard,1
42,37,0,6,7,227,0,2,basic,0
13,61,5,21,3,578,0,3,premium,0
7,34,13,16,6,219,0,1,standard,0
46,46,9,40,2,914,1,3,basic,0
57,60,6,6,2,1458,0,2,standard,1
43,10,12,3,5,1062,0,2,basic,0
21,88,13,30,1,838,0,1,basic,0
14,43,8,4,7,890,0,1,basic,1
45,2,0,19,4,374,0,2,basic,0
52,34,1,3,6,509,1,1,premium,1
50,59,10,12,0,906,0,1,basic,0
58,25,7,13,6,241,1,2,basic,0
53,44,5,40,5,663,0,2,basic,0
43,90,6,17,0,570,0,2,standard,0
30,56,0,39,1,1184,1,1,basic,1
7,80,6,27,2,1164,0,1,basic,0
55,14,4,37,3,1179,0,2,basic,0
20,60,6,4,3,1022,0,2,basic,1
34,76,12,35,4,657,0,3,premium,1
55,21,13,27,2,312,0,2,standard,0
10,53,0,44,1,621,1,1,basic,0
38,45,14,7,3,519,0,3,premium,0
39,28,11,33,7,385,0,2,standard,0
51,44,4,27,1,1057,0,1,premium,0
22,59,5,9,2,1252,0,1,premium,0
19,37,10,15,5,527,0,2,standard,0
39,35,9,15,0,1062,1,2,basic,0
14,57,0,13,3,1430,1,2,basic,1
51,68,3,15,4,910,0,3,standard,0
5,35,4,39,2,1149,0,1,standard,1
1,2,7,8,7,573,1,1,premium,1
52,11,5,21,0,764,0,3,basic,0
51,69,6,7,3,602,1,2,premium,1
25,59,14,20,4,346,0,1,standard,0
15,80,10,11,6,798,0,2,basic,0
10,51,4,27,1,555,1,1,basic,0
33,53,4,27,3,1288,1,3,standard,0
11,51,12,29,5,696,1,1,premium,1
32,71,11,27,7,1475,0,2,standard,0
52,32,14,25,7,1025,0,2,basic,0
34,29,14,10,0,733,0,2,basic,0
37,54,6,42,2,659,0,1,basic,0
27,6,3,27,1,593,1,1,basic,0
15,48,5,7,5,1363,0,1,standard,1
36,63,11,28,5,615,1,3,premium,0
42,73,4,8,2,300,1,2,standard,0
24,77,6,9,7,775,0,1,standard,1
9,45,0,11,4,1057,0,2,basic,0
26,28,10,41,7,412,0,2,basic,0
24,67,1,29,6,1196,0,1,basic,1
8,81,2,6,2,670,0,2,basic,0
6,47,8,5,7,666,1,2,basic,1
7,59,1,3,4,638,1,3,basic,1
44,80,6,37,0,282,0,1,basic,0
1,22,10,30,6,1181,0,1,standard,0
19,78,13,7,4,782,0,2,standard,0
17,86,10,15,5,1467,0,3,premium,1
56,78,12,19,7,1305,0,3,standard,0
17,82,3,26,7,1151,1,3,standard,1
39,66,3,22,0,1106,1,3,premium,0
12,12,9,11,7,1126,0,2,basic,0
37,48,10,12,1,1444,0,3,premium,0
44,75,9,7,7,1256,1,1,standard,1
7,57,5,34,2,337,0,2,premium,0
12,39,6,14,1,408,0,3,standard,0
25,25,10,5,3,1213,0,2,standard,0
30,83,5,3,7,719,1,1,standard,1
8,33,8,44,2,754,0,3,premium,0
53,62,7,2,7,1246,0,2,basic,1
25,26,14,40,3,354,0,1,basic,1
29,60,11,5,2,1363,0,1,premium,0
10,28,10,28,1,1023,0,2,basic,0
17,90,13,41,0,492,0,2,standard,0
5,50,5,29,5,1403,0,3,standard,0
4,51,9,33,5,1299,0,3,basic,0
28,6,7,41,1,492,0,3,premium,0
45,52,6,25,4,1328,0,1,basic,0
54,61,7,17,1,1027,0,3,standard,0
17,8,7,21,5,1189,0,2,standard,0
35,0,13,5,7,877,0,2,standard,0
13,20,4,32,5,1430,1,1,standard,1
43,89,11,2,2,1266,1,3,basic,0
12,34,12,16,2,1330,0,2,basic,0
50,46,7,31,2,984,0,2,standard,0
56,68,13,34,6,218,1,2,standard,0
39,43,12,29,4,1334,0,2,standard,0
2,2,6,30,7,1436,0,1,standard,0
27,23,2,22,5,1012,1,2,premium,1
59,31,7,41,4,379,0,2,basic,0
29,20,12,9,4,1422,1,1,standard,0
33,14,8,5,3,429,0,2,basic,0
22,13,3,8,7,1034,0,1,basic,1
52,51,9,41,1,200,0,1,premium,0
25,80,2,6,5,1071,0,2,standard,1
34,21,4,32,3,254,0,1,standard,0
1,8,7,41,4,1268,0,2,standard,0
36,65,11,4,1,1311,0,2,standard,1
46,69,0,35,0,1145,0,2,basic,0
26,54,9,19,6,294,0,2,premium,0
18,70,13,29,1,1083,0,3,premium,0
54,51,14,26,7,1306,0,1,standard,0
57,20,4,11,2,336,0,2,premium,0
40,18,12,37,1,1291,0,1,basic,0
40,41,5,34,1,323,0,1,basic,0
35,51,1,28,4,306,0,3,standard,0
16,50,2,28,4,765,0,1,premium,0
53,63,9,37,3,1179,0,1,basic,0
9,23,9,38,2,1328,1,2,premium,0
24,9,5,43,7,807,0,1,basic,0
1,0,6,10,3,770,0,1,basic,0
21,54,5,20,0,283,1,1,basic,0
18,74,12,12,6,448,1,2,basic,1
54,19,14,29,4,495,0,2,standard,0
49,24,11,32,1,720,0,1,premium,0
13,35,8,21,3,794,0,2,basic,0
23,41,7,5,7,757,1,2,standard,1
34,20,5,1,7,645,0,2,standard,0
14,43,8,9,6,713,0,2,premium,0
13,46,14,35,3,1302,0,2,standard,0
29,21,13,19,0,1380,0,1,standard,0
17,35,7,13,7,1465,0,1,basic,1
20,15,13,3,5,729,0,1,standard,0
8,56,4,10,4,560,0,1,premium,0
25,77,7,43,6,711,1,2,premium,1
32,88,6,22,4,931,0,3,basic,0
33,64,3,5,4,250,0,3,basic,0
23,2,4,2,2,1468,0,1,standard,0
52,75,7,40,3,927,0,1,standard,0
21,87,8,39,6,613,0,2,basic,0
17,4,5,10,7,306,0,3,basic,0
20,37,1,3,3,246,0,1,standard,1
50,39,6,38,4,418,0,3,premium,0
42,30,0,43,4,941,0,2,premium,0
55,42,12,10,7,1188,1,3,basic,1
25,25,8,23,7,841,0,1,basic,0
57,69,2,16,6,921,0,1,premium,1
41,70,1,20,7,990,0,2,premium,1
53,13,11,5,4,484,0,1,premium,0
4,19,0,6,1,1179,0,2,premium,1
1,22,12,41,0,1289,0,2,basic,0
44,33,0,23,5,457,0,3,basic,0
7,36,2,25,4,1473,1,1,premium,1
2,23,14,33,6,723,1,1,basic,1
48,45,10,2,2,1135,0,2,standard,0
1,3,6,25,4,767,0,2,basic,0
44,46,7,31,4,536,1,3,standard,0
55,68,9,41,1,1179,0,1,premium,0
54,33,3,17,2,475,0,2,standard,0
36,34,13,18,4,1147,0,2,standard,0
21,89,8,31,3,764,0,1,basic,0
11,28,4,18,2,1436,0,2,premium,0
5,82,10,38,4,723,0,3,basic,0
58,87,4,37,4,768,0,2,premium,0
30,2,6,29,0,978,0,1,basic,0
1,21,7,42,1,1303,1,1,basic,0
25,87,9,26,0,1222,0,1,premium,0
50,55,14,28,4,1388,0,3,premium,0
28,6,8,1,4,223,0,2,standard,0
57,19,4,19,5,1081,0,1,basic,0
58,53,9,38,2,1126,0,2,basic,0
18,74,10,20,5,340,1,3,basic,0
23,51,4,22,0,1469,0,2,basic,0
43,58,2,38,1,454,0,3,standard,0
53,19,1,18,1,1199,0,2,premium,0
10,7,14,8,2,1147,1,2,premium,0
25,17,13,26,5,621,1,2,basic,0
24,12,0,38,7,1493,0,1,basic,1
46,77,3,34,1,1412,0,2,standard,0
30,42,12,7,0,1141,0,2,basic,0
57,26,10,31,4,865,0,1,premium,0
25,50,5,11,3,739,1,2,standard,0
13,60,1,23,0,308,0,1,standard,1
14,80,13,34,2,691,0,1,basic,0
3,87,14,6,2,485,0,2,standard,0
42,41,6,3,1,277,0,1,premium,0
38,87,5,11,4,1287,1,2,premium,0
48,89,12,26,3,665,0,3,premium,0
14,63,6,33,4,552,0,3,standard,0
23,62,4,16,7,223,0,3,basic,0
1,9,12,4,4,1133,0,3,basic,1
39,72,6,38,2,609,0,2,basic,0
46,6,1,14,6,1368,1,1,basic,1
3,13,10,40,6,688,0,3,premium,1
30,71,13,10,0,1008,0,1,basic,0
14,58,9,44,3,446,1,3,standard,0
13,88,6,36,6,1475,1,3,premium,0
2,48,3,43,4,1325,0,1,standard,1
4,6,5,20,1,426,1,1,standard,0
21,44,13,31,5,503,1,1,basic,0
41,51,4,44,7,1228,1,3,basic,0
35,30,7,15,2,720,0,3,standard,0
57,74,0,17,6,890,0,1,premium,1
27,37,8,37,4,1049,0,2,basic,0
57,16,2,10,6,774,0,1,premium,0
3,32,10,12,4,1180,1,1,standard,1
29,16,5,2,1,659,1,1,standard,0
25,33,11,28,1,461,0,3,standard,0
8,0,2,1,6,1371,0,2,basic,1
21,22,8,40,2,1369,0,2,basic,0
27,81,10,4,0,594,0,3,premium,0
16,73,9,36,4,831,1,2,standard,1
9,68,7,5,7,1078,0,2,basic,1
33,21,4,43,6,776,0,1,standard,0
47,76,1,32,1,294,0,2,premium,0
25,7,7,34,6,460,0,1,premium,0
46,79,13,30,3,317,0,1,basic,0
53,41,4,22,6,919,0,1,premium,0
23,21,3,11,1,1287,0,2,premium,0
50,29,0,33,7,598,0,2,basic,0
18,58,4,30,1,1228,0,3,premium,0
4,21,3,15,6,660,0,2,premium,1
54,63,12,38,1,1380,0,1,premium,0
23,62,0,37,1,227,0,1,premium,1
38,8,1,15,3,489,0,2,standard,0
20,55,4,2,4,1299,0,2,standard,1
57,85,12,40,6,920,1,1,standard,1
9,63,13,6,7,736,1,1,standard,1
4,40,14,23,0,910,0,3,premium,0
51,29,11,43,3,1189,0,1,standard,0
48,27,2,42,3,716,1,3,basic,0
29,62,14,39,1,1240,1,1,standard,0
56,78,13,24,3,742,0,1,standard,0
24,38,6,12,1,1201,0,3,basic,0
55,74,14,1,7,811,0,1,standard,0
3,17,9,7,3,1304,0,3,standard,0
51,82,14,21,4,577,0,1,basic,0
59,86,9,40,0,1293,0,3,basic,0
27,88,2,21,0,1477,1,2,basic,0
49,89,6,34,2,564,0,2,basic,0
32,40,9,9,7,564,0,1,premium,0
3,54,14,10,5,638,0,2,premium,0
54,75,9,19,7,1250,0,2,standard,1
58,48,14,29,6,865,0,2,standard,0
3,32,9,13,4,861,0,3,standard,0
12,2,2,33,1,382,1,2,basic,0
47,51,2,39,0,717,0,1,basic,0
6,4,6,15,0,1010,0,1,premium,0
7,89,12,39,0,1045,0,2,basic,0
59,81,14,19,0,1357,0,2,standard,0
59,77,3,28,0,433,1,1,basic,0
11,68,12,18,7,577,1,3,basic,0
22,25,0,24,4,1116,0,3,basic,0
5,12,2,29,1,268,0,1,basic,0
35,71,14,1,5,413,0,3,premium,0
6,51,4,3,6,293,0,1,premium,1
56,69,1,20,6,1405,1,1,standard,1
58,54,13,31,7,1312,1,3,premium,0
27,55,1,14,6,1388,1,2,standard,1
33,80,12,6,1,463,0,1,premium,0
37,81,11,24,3,1095,1,3,basic,0
45,74,4,13,4,820,0,3,basic,0
38,25,13,28,3,746,0,2,basic,0
45,7,3,15,3,437,0,2,premium,0
48,84,6,18,6,1019,0,2,standard,1
13,31,2,17,1,793,0,3,basic,0
14,90,7,35,1,1406,0,3,basic,0
2,16,12,14,0,784,0,2,standard,0
1,5,4,40,0,1105,0,2,standard,0
24,77,8,25,7,807,0,2,standard,0
30,78,12,28,7,1451,0,2,standard,0
15,9,5,23,2,215,1,2,premium,0
46,83,0,9,6,713,1,1,standard,1
22,51,4,2,4,810,1,1,premium,1
47,43,9,24,2,798,0,2,basic,0
31,60,7,12,2,1176,1,2,standard,0
2,6,7,30,3,264,0,1,premium,0
27,73,8,18,6,1024,1,1,premium,1
24,77,4,16,6,900,0,3,basic,0
18,70,0,38,1,974,0,3,standard,0
21,81,14,34,2,354,0,2,standard,0
43,82,5,31,5,764,0,3,standard,0
58,35,1,44,0,951,0,1,premium,0
13,67,10,38,6,720,1,1,basic,1
25,58,2,39,5,938,0,1,standard,0
26,42,11,26,2,361,0,1,premium,0
49,57,9,14,3,1425,0,2,basic,0
48,21,6,16,4,1340,0,1,basic,0
13,51,0,26,3,1331,0,1,basic,1
16,6,13,2,3,495,1,3,standard,0
51,65,2,40,6,547,0,1,standard,0
27,46,9,36,4,355,0,2,premium,0
31,48,4,39,1,340,1,1,basic,0
3,17,5,26,4,621,0,2,premium,0
39,3,2,34,1,1105,0,1,basic,0
52,24,9,1,7,1234,1,3,standard,1
32,19,3,30,1,721,1,3,premium,0
15,66,0,38,2,1312,0,3,basic,1
4,65,5,26,5,771,0,3,basic,1
30,85,10,19,1,225,0,2,standard,0
13,11,13,27,3,1472,0,3,standard,0
30,59,4,29,5,1173,0,2,basic,0
58,52,11,42,2,796,0,3,basic,0
47,35,2,28,1,1187,0,1,standard,0
50,24,6,2,7,641,0,1,premium,0
15,84,11,43,0,896,1,2,standard,0
29,70,14,41,4,921,0,2,premium,0
13,10,3,23,4,226,0,2,premium,0
58,22,3,38,7,767,0,1,standard,0
5,27,9,43,4,1029,0,3,basic,0
16,4,13,18,0,1395,0,2,standard,0
25,76,9,25,2,699,0,2,premium,0
52,83,6,36,2,1185,0,3,standard,0
7,35,2,12,3,1325,1,1,standard,1
22,67,10,11,0,874,0,1,basic,0
43,74,0,36,1,1461,0,2,premium,0
50,21,3,31,6,1143,0,2,premium,0
3,63,2,9,5,538,0,1,basic,1
58,62,7,3,6,1215,0,1,standard,1
41,90,1,4,7,606,0,1,standard,1
13,21,6,24,4,1356,0,2,premium,0
40,10,13,4,1,1172,0,3,premium,0
36,59,3,36,7,624,0,2,basic,0
12,41,14,12,3,1191,1,1,basic,1
54,79,1,8,4,421,0,1,basic,1
28,75,7,24,0,1261,1,2,basic,0
33,9,8,36,4,427,0,3,basic,0
36,8,10,24,4,1008,0,2,standard,0
5,51,13,21,1,1423,1,1,basic,1
53,51,14,22,5,628,1,2,standard,0
26,32,14,39,3,1328,0,1,premium,0
33,75,9,7,5,1089,1,2,basic,1
36,62,5,44,6,893,0,2,standard,0
22,31,6,22,7,521,0,2,basic,0
3,7,9,10,4,252,0,1,basic,0
48,26,12,4,4,714,1,3,standard,0
49,14,9,30,3,964,0,2,basic,0
7,46,10,16,5,373,1,3,standard,0
56,1,5,17,7,324,0,2,basic,0
57,52,4,2,0,1410,0,2,premium,0
41,55,5,35,6,468,0,2,premium,0
16,46,7,6,5,274,0,2,basic,0
6,61,2,8,3,389,0,2,premium,1
40,50,0,10,0,1308,1,2,standard,0
46,60,3,39,0,451,0,2,basic,0
11,0,14,12,4,1424,0,2,premium,0
27,1,9,25,2,854,0,2,standard,0
18,48,3,2,0,1080,0,2,basic,0
34,39,4,30,6,1139,0,2,basic,0
25,11,7,41,4,495,0,1,standard,0
12,46,2,22,7,1030,0,1,premium,0
47,26,9,44,4,885,1,2,basic,0
25,42,4,9,6,866,0,2,basic,0
15,52,4,16,1,737,0,1,premium,0
13,31,1,32,6,411,1,2,premium,1
16,25,13,2,1,880,0,2,basic,0
26,17,14,34,5,1123,0,1,basic,0
24,34,12,13,6,282,0,1,basic,0
21,10,7,28,7,430,0,1,standard,1
3,30,9,8,0,554,0,3,basic,0
51,57,6,28,0,421,0,2,standard,0
27,89,14,13,7,1301,1,1,standard,1
25,90,5,17,2,650,0,2,premium,0
22,46,3,38,4,852,1,3,basic,0
32,10,1,21,3,814,0,2,standard,0
21,28,12,12,4,302,1,1,premium,0
6,57,8,15,2,438,0,2,basic,0
27,46,12,23,1,853,0,1,basic,0
50,0,9,39,1,1011,0,1,basic,0
45,71,0,15,7,1485,0,2,standard,1
58,30,7,15,3,843,0,2,standard,0
53,86,6,12,7,334,0,3,basic,0
41,60,13,18,5,375,0,3,premium,0
39,52,14,41,4,962,0,3,premium,0
17,43,6,24,6,414,1,1,basic,1
5,77,14,40,5,1287,0,2,standard,1
59,62,14,18,5,409,0,2,standard,0
54,88,3,38,6,449,0,2,standard,0
8,80,2,18,1,1227,0,1,premium,1
29,79,0,12,2,1028,0,2,standard,0
35,1,4,8,2,572,0,2,basic,0
22,32,1,22,7,1388,0,2,basic,1
12,72,6,10,7,698,0,1,standard,0
6,3,4,27,6,1349,1,1,premium,1
36,16,5,1,3,1343,0,1,premium,0
56,42,14,24,2,492,1,1,basic,0
12,55,2,26,3,791,0,2,standard,0
28,88,8,12,7,939,0,2,standard,0
2,50,12,34,5,321,0,2,basic,0
11,30,4,13,3,1151,0,2,premium,0
45,23,8,35,0,1039,0,1,standard,0
16,25,11,23,0,1441,1,2,premium,0
3,31,14,38,2,1417,0,2,premium,0
6,4,3,9,3,922,0,3,basic,0
4,42,9,41,5,998,0,1,premium,1
52,66,7,18,7,759,0,3,standard,0
11,38,2,19,4,1138,0,1,basic,1
10,62,1,36,5,454,0,3,basic,0
5,23,9,2,5,645,1,3,premium,1
51,16,5,27,2,1016,0,2,premium,0
48,32,7,41,5,755,0,2,premium,0
27,13,9,15,3,1179,0,2,basic,0
43,75,3,16,0,1233,1,2,standard,1
7,29,9,1,3,996,0,1,basic,0
35,90,3,18,7,1475,0,2,standard,1
13,29,13,23,4,991,0,2,basic,0
24,88,8,28,5,805,0,1,basic,0
29,1,4,16,0,1441,1,2,basic,0
6,64,13,24,1,1049,0,3,standard,0
9,73,8,17,1,1453,0,2,standard,0
17,60,11,14,3,1214,0,2,standard,0
15,83,7,5,1,541,0,1,standard,1
31,50,8,19,6,586,0,1,standard,0
25,88,1,1,5,285,0,1,premium,1
55,31,10,36,4,567,0,2,standard,0
59,53,9,22,0,542,0,3,basic,0
15,24,3,7,7,1275,0,2,premium,0
38,0,13,16,2,1497,0,1,basic,0
56,90,11,17,3,586,1,2,premium,0
4,21,12,44,0,421,0,2,standard,0
18,54,2,24,0,1409,0,3,basic,0
21,31,1,20,2,1082,0,2,basic,0
30,43,3,2,3,1044,0,3,standard,0
30,77,14,43,1,1489,0,3,basic,0
10,10,5,7,2,339,0,2,standard,0
59,79,14,3,4,1344,0,2,premium,0
51,65,8,22,6,1360,1,2,standard,1
37,63,5,37,0,1081,0,3,standard,0
30,10,2,40,7,1251,0,1,standard,0
29,51,13,11,1,703,0,3,basic,0
27,69,8,34,7,1020,0,3,standard,0
29,71,12,18,4,851,0,2,basic,0
18,7,3,40,6,1410,1,1,premium,1
26,22,14,2,6,1033,0,3,basic,0
36,17,6,13,0,1217,1,1,standard,0
14,42,2,43,1,1254,0,2,basic,0
34,83,11,4,1,958,0,2,basic,0
35,82,3,11,2,738,0,1,standard,0
48,76,6,31,0,565,1,3,standard,0
56,14,4,37,3,795,0,1,basic,0
46,89,4,33,2,771,0,2,basic,0
36,24,3,13,3,1259,1,2,premium,0
